Type,Latitude,Longitude,Message
Roadwork,1.3448172458631897,103.74264363629057,(4/10)20:33 Roadworks on PIE (towards Changi Airport) after Bukit Batok Rd. Avoid lane 1.
Roadwork,1.3428113219773568,103.74658452185488,(4/10)20:33 Roadworks on PIE (towards Tuas) after Toh Guan Rd Exit. Avoid lane 1.
Roadwork,1.3567154020333418,103.71552795730504,(4/10)20:31 Roadworks on PIE (towards Changi Airport) after Jurong West Ave 2. Avoid lane 3.
Roadwork,1.3556459909793828,103.71904031305336,(4/10)20:30 Roadworks on PIE (towards Tuas) before Jurong West Ave 2. Avoid lane 3.
Roadwork,1.303762017302722,103.91032271075129,(4/10)15:53 Roadworks on ECP (towards Changi Airport) at Marine Parade Exit.
