year,max_laden_wt,type,number
2010,3501 - 7000kg,Goods-cum Passengers,24
2010,3501 - 7000kg,Articulated Vehicles,0
2010,3501 - 7000kg,Cement Mixers,0
2010,3501 - 7000kg,Tankers,19
2010,3501 - 7000kg,Cranes,0
2010,3501 - 7000kg,Recovery Vehicles,120
2010,3501 - 7000kg,Refrigerated Vehicles,1752
2010,3501 - 7000kg,Others,56
2010,7001 - 11000kg,Lorries,3403
2010,7001 - 11000kg,Tippers,132
2010,7001 - 11000kg,Vans,1797
2010,7001 - 11000kg,Goods-cum Passengers,0
2010,7001 - 11000kg,Articulated Vehicles,0
2010,7001 - 11000kg,Cement Mixers,0
2010,7001 - 11000kg,Tankers,73
2010,7001 - 11000kg,Cranes,6
2010,7001 - 11000kg,Recovery Vehicles,112
2010,7001 - 11000kg,Refrigerated Vehicles,206
2010,7001 - 11000kg,Others,34
2010,11001-16000kg,Lorries,1961
2010,11001-16000kg,Tippers,172
2010,11001-16000kg,Vans,320
2010,11001-16000kg,Goods-cum Passengers,0
2010,11001-16000kg,Articulated Vehicles,0
2010,11001-16000kg,Cement Mixers,0
2010,11001-16000kg,Tankers,117
2010,11001-16000kg,Cranes,2
2010,11001-16000kg,Recovery Vehicles,23
2010,11001-16000kg,Refrigerated Vehicles,191
2010,11001-16000kg,Others,297
2010,16001-20000kg,Lorries,29
2010,16001-20000kg,Tippers,1
2010,16001-20000kg,Vans,10
2010,16001-20000kg,Goods-cum Passengers,0
2010,16001-20000kg,Articulated Vehicles,0
2010,16001-20000kg,Cement Mixers,0
2010,16001-20000kg,Tankers,3
2010,16001-20000kg,Cranes,0
2010,16001-20000kg,Recovery Vehicles,0
2010,16001-20000kg,Refrigerated Vehicles,1
2010,16001-20000kg,Others,17
2010,20001-26000kg,Lorries,1151
2010,20001-26000kg,Tippers,235
2010,20001-26000kg,Vans,2
2010,20001-26000kg,Goods-cum Passengers,0
2010,20001-26000kg,Articulated Vehicles,1
2010,20001-26000kg,Cement Mixers,405
2010,20001-26000kg,Tankers,229
2010,20001-26000kg,Cranes,42
2010,20001-26000kg,Recovery Vehicles,30
2010,20001-26000kg,Refrigerated Vehicles,5
2010,20001-26000kg,Others,471
2010,26001-32000kg,Lorries,975
2010,26001-32000kg,Tippers,2714
2010,26001-32000kg,Vans,0
2010,26001-32000kg,Goods-cum Passengers,0
2010,26001-32000kg,Articulated Vehicles,1
2010,26001-32000kg,Cement Mixers,195
2010,26001-32000kg,Tankers,136
2010,26001-32000kg,Cranes,51
2010,26001-32000kg,Recovery Vehicles,4
2010,26001-32000kg,Refrigerated Vehicles,4
2010,26001-32000kg,Others,455
2010,32001-40000kg,Lorries,223
2010,32001-40000kg,Tippers,3
2010,32001-40000kg,Vans,0
2010,32001-40000kg,Goods-cum Passengers,0
2010,32001-40000kg,Articulated Vehicles,2
2010,32001-40000kg,Cement Mixers,599
2010,32001-40000kg,Tankers,61
2010,32001-40000kg,Cranes,98
2010,32001-40000kg,Recovery Vehicles,0
2010,32001-40000kg,Refrigerated Vehicles,0
2010,32001-40000kg,Others,69
2010,40001-50000kg,Lorries,0
2010,40001-50000kg,Tippers,0
2010,40001-50000kg,Vans,0
2010,40001-50000kg,Goods-cum Passengers,0
2010,40001-50000kg,Articulated Vehicles,4034
2010,40001-50000kg,Cement Mixers,0
2010,40001-50000kg,Tankers,0
2010,40001-50000kg,Cranes,129
2010,40001-50000kg,Recovery Vehicles,7
2010,40001-50000kg,Refrigerated Vehicles,0
2010,40001-50000kg,Others,0
2010,> 55000kg,Lorries,0
2010,> 55000kg,Tippers,0
2010,> 55000kg,Vans,0
2010,> 55000kg,Goods-cum Passengers,0
2010,> 55000kg,Articulated Vehicles,683
2010,> 55000kg,Cement Mixers,0
2010,> 55000kg,Tankers,0
2010,> 55000kg,Cranes,97
2010,> 55000kg,Recovery Vehicles,3
2010,> 55000kg,Refrigerated Vehicles,0
2010,> 55000kg,Others,0
2011,<= 3500 kg,Lorries,32058
2011,<= 3500 kg,Tippers,2
2011,<= 3500 kg,Vans,60898
2011,<= 3500 kg,Goods-cum Passengers,4378
2011,<= 3500 kg,Articulated Vehicles,0
2011,<= 3500 kg,Cement Mixers,0
2011,<= 3500 kg,Tankers,9
2011,<= 3500 kg,Cranes,0
2011,<= 3500 kg,Recovery Vehicles,106
2011,<= 3500 kg,Refrigerated Vehicles,1599
2011,<= 3500 kg,Others,38
2011,3501 - 7000kg,Lorries,15936
2011,3501 - 7000kg,Tippers,313
2011,3501 - 7000kg,Vans,5076
2011,3501 - 7000kg,Goods-cum Passengers,24
2011,3501 - 7000kg,Articulated Vehicles,0
2011,3501 - 7000kg,Cement Mixers,0
2011,3501 - 7000kg,Tankers,19
2011,3501 - 7000kg,Cranes,0
2011,3501 - 7000kg,Recovery Vehicles,117
2011,3501 - 7000kg,Refrigerated Vehicles,1837
2011,3501 - 7000kg,Others,55
2011,7001 - 11000kg,Lorries,3415
2011,7001 - 11000kg,Tippers,131
2011,7001 - 11000kg,Vans,1813
2011,7001 - 11000kg,Goods-cum Passengers,0
2011,7001 - 11000kg,Articulated Vehicles,0
2011,7001 - 11000kg,Cement Mixers,0
2011,7001 - 11000kg,Tankers,77
2011,7001 - 11000kg,Cranes,6
2011,7001 - 11000kg,Recovery Vehicles,123
2011,7001 - 11000kg,Refrigerated Vehicles,224
2011,7001 - 11000kg,Others,33
2011,11001-16000kg,Lorries,1974
2011,11001-16000kg,Tippers,157
2011,11001-16000kg,Vans,329
2011,11001-16000kg,Goods-cum Passengers,0
2011,11001-16000kg,Articulated Vehicles,0
2011,11001-16000kg,Cement Mixers,0
2011,11001-16000kg,Tankers,130
2011,11001-16000kg,Cranes,2
2011,11001-16000kg,Recovery Vehicles,24
2011,11001-16000kg,Refrigerated Vehicles,208
2011,11001-16000kg,Others,298
2011,16001-20000kg,Lorries,37
2011,16001-20000kg,Tippers,1
2011,16001-20000kg,Vans,17
2011,16001-20000kg,Goods-cum Passengers,0
2011,16001-20000kg,Articulated Vehicles,0
2011,16001-20000kg,Cement Mixers,0
2011,16001-20000kg,Tankers,6
2011,16001-20000kg,Cranes,0
2011,16001-20000kg,Recovery Vehicles,0
2011,16001-20000kg,Refrigerated Vehicles,7
2011,16001-20000kg,Others,43
2011,20001-26000kg,Lorries,1054
2011,20001-26000kg,Tippers,209
2011,20001-26000kg,Vans,2
2011,20001-26000kg,Goods-cum Passengers,0
2011,20001-26000kg,Articulated Vehicles,2
2011,20001-26000kg,Cement Mixers,333
2011,20001-26000kg,Tankers,195
2011,20001-26000kg,Cranes,38
2011,20001-26000kg,Recovery Vehicles,28
2011,20001-26000kg,Refrigerated Vehicles,5
2011,20001-26000kg,Others,447
2011,26001-32000kg,Lorries,1086
2011,26001-32000kg,Tippers,2981
2011,26001-32000kg,Vans,0
2011,26001-32000kg,Goods-cum Passengers,0
2011,26001-32000kg,Articulated Vehicles,1
2011,26001-32000kg,Cement Mixers,205
2011,26001-32000kg,Tankers,157
2011,26001-32000kg,Cranes,51
2011,26001-32000kg,Recovery Vehicles,6
2011,26001-32000kg,Refrigerated Vehicles,4
2011,26001-32000kg,Others,551
2011,32001-40000kg,Lorries,257
2011,32001-40000kg,Tippers,3
2011,32001-40000kg,Vans,0
2011,32001-40000kg,Goods-cum Passengers,0
2011,32001-40000kg,Articulated Vehicles,0
2011,32001-40000kg,Cement Mixers,736
2011,32001-40000kg,Tankers,66
2011,32001-40000kg,Cranes,97
2011,32001-40000kg,Recovery Vehicles,0
2011,32001-40000kg,Refrigerated Vehicles,0
2011,32001-40000kg,Others,79
2011,40001-50000kg,Lorries,0
2011,40001-50000kg,Tippers,0
2011,40001-50000kg,Vans,0
2011,40001-50000kg,Goods-cum Passengers,0
2011,40001-50000kg,Articulated Vehicles,4021
2011,40001-50000kg,Cement Mixers,0
2011,40001-50000kg,Tankers,0
2011,40001-50000kg,Cranes,120
2011,40001-50000kg,Recovery Vehicles,6
2011,40001-50000kg,Refrigerated Vehicles,0
2011,40001-50000kg,Others,0
2011,> 55000kg,Lorries,0
2011,> 55000kg,Tippers,0
2011,> 55000kg,Vans,0
2011,> 55000kg,Goods-cum Passengers,0
2011,> 55000kg,Articulated Vehicles,785
2011,> 55000kg,Cement Mixers,0
2011,> 55000kg,Tankers,0
2011,> 55000kg,Cranes,111
2011,> 55000kg,Recovery Vehicles,2
2011,> 55000kg,Refrigerated Vehicles,0
2011,> 55000kg,Others,0
2012,<= 3500 kg,Lorries,32058
2012,<= 3500 kg,Tippers,2
2012,<= 3500 kg,Vans,60021
2012,<= 3500 kg,Goods-cum Passengers,4123
2012,<= 3500 kg,Articulated Vehicles,0
2012,<= 3500 kg,Cement Mixers,0
2012,<= 3500 kg,Tankers,9
2012,<= 3500 kg,Cranes,0
2012,<= 3500 kg,Recovery Vehicles,107
2012,<= 3500 kg,Refrigerated Vehicles,1679
2012,<= 3500 kg,Others,38
2012,3501 - 7000kg,Lorries,15893
2012,3501 - 7000kg,Tippers,310
2012,3501 - 7000kg,Vans,5074
2012,3501 - 7000kg,Goods-cum Passengers,21
2012,3501 - 7000kg,Articulated Vehicles,0
2012,3501 - 7000kg,Cement Mixers,0
2012,3501 - 7000kg,Tankers,19
2012,3501 - 7000kg,Cranes,0
2012,3501 - 7000kg,Recovery Vehicles,120
2012,3501 - 7000kg,Refrigerated Vehicles,1914
2012,3501 - 7000kg,Others,50
2012,7001 - 11000kg,Lorries,3382
2012,7001 - 11000kg,Tippers,132
2012,7001 - 11000kg,Vans,1818
2012,7001 - 11000kg,Goods-cum Passengers,0
2012,7001 - 11000kg,Articulated Vehicles,0
2012,7001 - 11000kg,Cement Mixers,0
2012,7001 - 11000kg,Tankers,75
2012,7001 - 11000kg,Cranes,6
2012,7001 - 11000kg,Recovery Vehicles,121
2012,7001 - 11000kg,Refrigerated Vehicles,236
2012,7001 - 11000kg,Others,28
2012,11001-16000kg,Lorries,1984
2012,11001-16000kg,Tippers,151
2012,11001-16000kg,Vans,328
2012,11001-16000kg,Goods-cum Passengers,0
2012,11001-16000kg,Articulated Vehicles,0
2012,11001-16000kg,Cement Mixers,0
2012,11001-16000kg,Tankers,142
2012,11001-16000kg,Cranes,2
2012,11001-16000kg,Recovery Vehicles,22
2012,11001-16000kg,Refrigerated Vehicles,220
2012,11001-16000kg,Others,286
2012,16001-20000kg,Lorries,52
2012,16001-20000kg,Tippers,1
2012,16001-20000kg,Vans,21
2012,16001-20000kg,Goods-cum Passengers,0
2012,16001-20000kg,Articulated Vehicles,0
2012,16001-20000kg,Cement Mixers,0
2012,16001-20000kg,Tankers,12
2012,16001-20000kg,Cranes,0
2012,16001-20000kg,Recovery Vehicles,0
2012,16001-20000kg,Refrigerated Vehicles,10
2012,16001-20000kg,Others,54
2012,20001-26000kg,Lorries,955
2012,20001-26000kg,Tippers,192
2012,20001-26000kg,Vans,2
2012,20001-26000kg,Goods-cum Passengers,0
2012,20001-26000kg,Articulated Vehicles,2
2012,20001-26000kg,Cement Mixers,258
2012,20001-26000kg,Tankers,172
2012,20001-26000kg,Cranes,32
2012,20001-26000kg,Recovery Vehicles,27
2012,20001-26000kg,Refrigerated Vehicles,5
2012,20001-26000kg,Others,405
2012,26001-32000kg,Lorries,1192
2012,26001-32000kg,Tippers,3480
2012,26001-32000kg,Vans,0
2012,26001-32000kg,Goods-cum Passengers,0
2012,26001-32000kg,Articulated Vehicles,1
2012,26001-32000kg,Cement Mixers,210
2012,26001-32000kg,Tankers,187
2012,26001-32000kg,Cranes,48
2012,26001-32000kg,Recovery Vehicles,7
2012,26001-32000kg,Refrigerated Vehicles,4
2012,26001-32000kg,Others,630
2012,32001-40000kg,Lorries,291
2012,32001-40000kg,Tippers,3
2012,32001-40000kg,Vans,0
2012,32001-40000kg,Goods-cum Passengers,0
2012,32001-40000kg,Articulated Vehicles,0
2012,32001-40000kg,Cement Mixers,946
2012,32001-40000kg,Tankers,84
2012,32001-40000kg,Cranes,101
2012,32001-40000kg,Recovery Vehicles,0
2012,32001-40000kg,Refrigerated Vehicles,0
2012,32001-40000kg,Others,94
2012,40001-50000kg,Lorries,0
2012,40001-50000kg,Tippers,0
2012,40001-50000kg,Vans,0
2012,40001-50000kg,Goods-cum Passengers,0
2012,40001-50000kg,Articulated Vehicles,4036
2012,40001-50000kg,Cement Mixers,0
2012,40001-50000kg,Tankers,0
2012,40001-50000kg,Cranes,114
2012,40001-50000kg,Recovery Vehicles,6
2012,40001-50000kg,Refrigerated Vehicles,0
2012,40001-50000kg,Others,0
2012,> 55000kg,Lorries,0
2012,> 55000kg,Tippers,0
2012,> 55000kg,Vans,0
2012,> 55000kg,Goods-cum Passengers,0
2012,> 55000kg,Articulated Vehicles,904
2012,> 55000kg,Cement Mixers,0
2012,> 55000kg,Tankers,0
2012,> 55000kg,Cranes,136
2012,> 55000kg,Recovery Vehicles,1
2012,> 55000kg,Refrigerated Vehicles,0
2012,> 55000kg,Others,0
2013,<= 3500 kg,Lorries,32099
2013,<= 3500 kg,Tippers,2
2013,<= 3500 kg,Vans,58292
2013,<= 3500 kg,Goods-cum Passengers,3145
2013,<= 3500 kg,Articulated Vehicles,0
2013,<= 3500 kg,Cement Mixers,0
2013,<= 3500 kg,Tankers,10
2013,<= 3500 kg,Cranes,0
2013,<= 3500 kg,Recovery Vehicles,109
2013,<= 3500 kg,Refrigerated Vehicles,1769
2013,<= 3500 kg,Others,36
2013,3501 - 7000kg,Lorries,16026
2013,3501 - 7000kg,Tippers,307
2013,3501 - 7000kg,Vans,5088
2013,3501 - 7000kg,Goods-cum Passengers,21
2013,3501 - 7000kg,Articulated Vehicles,0
2013,3501 - 7000kg,Cement Mixers,0
2013,3501 - 7000kg,Tankers,23
2013,3501 - 7000kg,Cranes,0
2013,3501 - 7000kg,Recovery Vehicles,126
2013,3501 - 7000kg,Refrigerated Vehicles,1981
2013,3501 - 7000kg,Others,53
2013,7001 - 11000kg,Lorries,3397
2013,7001 - 11000kg,Tippers,133
2013,7001 - 11000kg,Vans,1821
2013,7001 - 11000kg,Goods-cum Passengers,0
2013,7001 - 11000kg,Articulated Vehicles,0
2013,7001 - 11000kg,Cement Mixers,0
2013,7001 - 11000kg,Tankers,78
2013,7001 - 11000kg,Cranes,6
2013,7001 - 11000kg,Recovery Vehicles,122
2013,7001 - 11000kg,Refrigerated Vehicles,243
2013,7001 - 11000kg,Others,30
2013,11001-16000kg,Lorries,1961
2013,11001-16000kg,Tippers,138
2013,11001-16000kg,Vans,334
2013,11001-16000kg,Goods-cum Passengers,0
2013,11001-16000kg,Articulated Vehicles,0
2013,11001-16000kg,Cement Mixers,0
2013,11001-16000kg,Tankers,145
2013,11001-16000kg,Cranes,2
2013,11001-16000kg,Recovery Vehicles,24
2013,11001-16000kg,Refrigerated Vehicles,235
2013,11001-16000kg,Others,276
2013,16001-20000kg,Lorries,74
2013,16001-20000kg,Tippers,3
2013,16001-20000kg,Vans,26
2013,16001-20000kg,Goods-cum Passengers,0
2013,16001-20000kg,Articulated Vehicles,0
2013,16001-20000kg,Cement Mixers,0
2013,16001-20000kg,Tankers,25
2013,16001-20000kg,Cranes,0
2013,16001-20000kg,Recovery Vehicles,0
2013,16001-20000kg,Refrigerated Vehicles,16
2013,16001-20000kg,Others,68
2013,20001-26000kg,Lorries,853
2013,20001-26000kg,Tippers,172
2013,20001-26000kg,Vans,1
2013,20001-26000kg,Goods-cum Passengers,0
2013,20001-26000kg,Articulated Vehicles,2
2013,20001-26000kg,Cement Mixers,201
2013,20001-26000kg,Tankers,151
2013,20001-26000kg,Cranes,27
2013,20001-26000kg,Recovery Vehicles,26
2013,20001-26000kg,Refrigerated Vehicles,5
2013,20001-26000kg,Others,361
2013,26001-32000kg,Lorries,1388
2013,26001-32000kg,Tippers,4032
2013,26001-32000kg,Vans,0
2013,26001-32000kg,Goods-cum Passengers,0
2013,26001-32000kg,Articulated Vehicles,2
2013,26001-32000kg,Cement Mixers,188
2013,26001-32000kg,Tankers,211
2013,26001-32000kg,Cranes,47
2013,26001-32000kg,Recovery Vehicles,9
2013,26001-32000kg,Refrigerated Vehicles,5
2013,26001-32000kg,Others,778
2013,32001-40000kg,Lorries,379
2013,32001-40000kg,Tippers,76
2013,32001-40000kg,Vans,0
2013,32001-40000kg,Goods-cum Passengers,0
2013,32001-40000kg,Articulated Vehicles,0
2013,32001-40000kg,Cement Mixers,1156
2013,32001-40000kg,Tankers,90
2013,32001-40000kg,Cranes,105
2013,32001-40000kg,Recovery Vehicles,0
2013,32001-40000kg,Refrigerated Vehicles,0
2013,32001-40000kg,Others,113
2013,40001-50000kg,Lorries,1
2013,40001-50000kg,Tippers,0
2013,40001-50000kg,Vans,0
2013,40001-50000kg,Goods-cum Passengers,0
2013,40001-50000kg,Articulated Vehicles,4049
2013,40001-50000kg,Cement Mixers,0
2013,40001-50000kg,Tankers,0
2013,40001-50000kg,Cranes,125
2013,40001-50000kg,Recovery Vehicles,5
2013,40001-50000kg,Refrigerated Vehicles,0
2013,40001-50000kg,Others,0
2013,> 55000kg,Lorries,0
2013,> 55000kg,Tippers,0
2013,> 55000kg,Vans,0
2013,> 55000kg,Goods-cum Passengers,0
2013,> 55000kg,Articulated Vehicles,1207
2013,> 55000kg,Cement Mixers,0
2013,> 55000kg,Tankers,0
2013,> 55000kg,Cranes,192
2013,> 55000kg,Recovery Vehicles,1
2013,> 55000kg,Refrigerated Vehicles,0
2013,> 55000kg,Others,0
2014,<= 3500 kg,Lorries,32757
2014,<= 3500 kg,Tippers,4
2014,<= 3500 kg,Vans,57928
2014,<= 3500 kg,Goods-cum Passengers,2850
2014,<= 3500 kg,Articulated Vehicles,0
2014,<= 3500 kg,Cement Mixers,0
2014,<= 3500 kg,Tankers,9
2014,<= 3500 kg,Cranes,0
2014,<= 3500 kg,Recovery Vehicles,104
2014,<= 3500 kg,Refrigerated Vehicles,1896
2014,<= 3500 kg,Others,33
2014,3501 - 7000kg,Lorries,15728
2014,3501 - 7000kg,Tippers,282
2014,3501 - 7000kg,Vans,5052
2014,3501 - 7000kg,Goods-cum Passengers,18
2014,3501 - 7000kg,Articulated Vehicles,0
2014,3501 - 7000kg,Cement Mixers,0
2014,3501 - 7000kg,Tankers,25
2014,3501 - 7000kg,Cranes,0
2014,3501 - 7000kg,Recovery Vehicles,126
2014,3501 - 7000kg,Refrigerated Vehicles,2077
2014,3501 - 7000kg,Others,56
2014,7001 - 11000kg,Lorries,3276
2014,7001 - 11000kg,Tippers,128
2014,7001 - 11000kg,Vans,1787
2014,7001 - 11000kg,Goods-cum Passengers,0
2014,7001 - 11000kg,Articulated Vehicles,0
2014,7001 - 11000kg,Cement Mixers,0
2014,7001 - 11000kg,Tankers,79
2014,7001 - 11000kg,Cranes,6
2014,7001 - 11000kg,Recovery Vehicles,123
2014,7001 - 11000kg,Refrigerated Vehicles,261
2014,7001 - 11000kg,Others,29
2014,11001-16000kg,Lorries,2005
2014,11001-16000kg,Tippers,120
2014,11001-16000kg,Vans,353
2014,11001-16000kg,Goods-cum Passengers,0
2014,11001-16000kg,Articulated Vehicles,0
2014,11001-16000kg,Cement Mixers,0
2014,11001-16000kg,Tankers,148
2014,11001-16000kg,Cranes,3
2014,11001-16000kg,Recovery Vehicles,25
2014,11001-16000kg,Refrigerated Vehicles,235
2014,11001-16000kg,Others,272
2014,16001-20000kg,Lorries,85
2014,16001-20000kg,Tippers,2
2014,16001-20000kg,Vans,28
2014,16001-20000kg,Goods-cum Passengers,0
2014,16001-20000kg,Articulated Vehicles,0
2014,16001-20000kg,Cement Mixers,0
2014,16001-20000kg,Tankers,30
2014,16001-20000kg,Cranes,0
2014,16001-20000kg,Recovery Vehicles,0
2014,16001-20000kg,Refrigerated Vehicles,29
2014,16001-20000kg,Others,80
2014,20001-26000kg,Lorries,717
2014,20001-26000kg,Tippers,131
2014,20001-26000kg,Vans,1
2014,20001-26000kg,Goods-cum Passengers,0
2014,20001-26000kg,Articulated Vehicles,1
2014,20001-26000kg,Cement Mixers,137
2014,20001-26000kg,Tankers,109
2014,20001-26000kg,Cranes,26
2014,20001-26000kg,Recovery Vehicles,25
2014,20001-26000kg,Refrigerated Vehicles,4
2014,20001-26000kg,Others,246
2014,26001-32000kg,Lorries,1541
2014,26001-32000kg,Tippers,4199
2014,26001-32000kg,Vans,1
2014,26001-32000kg,Goods-cum Passengers,0
2014,26001-32000kg,Articulated Vehicles,1
2014,26001-32000kg,Cement Mixers,156
2014,26001-32000kg,Tankers,229
2014,26001-32000kg,Cranes,44
2014,26001-32000kg,Recovery Vehicles,11
2014,26001-32000kg,Refrigerated Vehicles,5
2014,26001-32000kg,Others,926
2014,32001-40000kg,Lorries,461
2014,32001-40000kg,Tippers,103
2014,32001-40000kg,Vans,0
2014,32001-40000kg,Goods-cum Passengers,0
2014,32001-40000kg,Articulated Vehicles,0
2014,32001-40000kg,Cement Mixers,1271
2014,32001-40000kg,Tankers,105
2014,32001-40000kg,Cranes,98
2014,32001-40000kg,Recovery Vehicles,0
2014,32001-40000kg,Refrigerated Vehicles,0
2014,32001-40000kg,Others,141
2014,40001-50000kg,Lorries,1
2014,40001-50000kg,Tippers,0
2014,40001-50000kg,Vans,0
2014,40001-50000kg,Goods-cum Passengers,0
2014,40001-50000kg,Articulated Vehicles,3932
2014,40001-50000kg,Cement Mixers,0
2014,40001-50000kg,Tankers,0
2014,40001-50000kg,Cranes,119
2014,40001-50000kg,Recovery Vehicles,5
2014,40001-50000kg,Refrigerated Vehicles,0
2014,40001-50000kg,Others,0
2014,> 55000kg,Lorries,0
2014,> 55000kg,Tippers,0
2014,> 55000kg,Vans,0
2014,> 55000kg,Goods-cum Passengers,0
2014,> 55000kg,Articulated Vehicles,1494
2014,> 55000kg,Cement Mixers,0
2014,> 55000kg,Tankers,0
2014,> 55000kg,Cranes,217
2014,> 55000kg,Recovery Vehicles,1
2014,> 55000kg,Refrigerated Vehicles,0
2014,> 55000kg,Others,0
2015,<= 3500 kg,Lorries,33623
2015,<= 3500 kg,Tippers,5
2015,<= 3500 kg,Vans,58283
2015,<= 3500 kg,Goods-cum Passengers,2983
2015,<= 3500 kg,Articulated Vehicles,0
2015,<= 3500 kg,Cement Mixers,0
2015,<= 3500 kg,Tankers,13
2015,<= 3500 kg,Cranes,0
2015,<= 3500 kg,Recovery Vehicles,105
2015,<= 3500 kg,Refrigerated Vehicles,1983
2015,<= 3500 kg,Garbage/ Sanitary Wagon,0
2015,<= 3500 kg,Others,4
2015,3501 - 7000kg,Lorries,14034
2015,3501 - 7000kg,Tippers,240
2015,3501 - 7000kg,Vans,4865
2015,3501 - 7000kg,Goods-cum Passengers,14
2015,3501 - 7000kg,Articulated Vehicles,0
2015,3501 - 7000kg,Cement Mixers,0
2015,3501 - 7000kg,Tankers,30
2015,3501 - 7000kg,Cranes,0
2015,3501 - 7000kg,Recovery Vehicles,137
2015,3501 - 7000kg,Refrigerated Vehicles,2091
2015,3501 - 7000kg,Garbage/ Sanitary Wagon,6
2015,3501 - 7000kg,Others,4
2015,7001 - 11000kg,Lorries,3090
2015,7001 - 11000kg,Tippers,113
2015,7001 - 11000kg,Vans,1727
2015,7001 - 11000kg,Goods-cum Passengers,0
2015,7001 - 11000kg,Articulated Vehicles,0
2015,7001 - 11000kg,Cement Mixers,0
2015,7001 - 11000kg,Tankers,78
2015,7001 - 11000kg,Cranes,5
2015,7001 - 11000kg,Recovery Vehicles,129
2015,7001 - 11000kg,Refrigerated Vehicles,250
2015,7001 - 11000kg,Garbage/ Sanitary Wagon,22
2015,7001 - 11000kg,Others,1
2015,11001-16000kg,Lorries,2092
2015,11001-16000kg,Tippers,107
2015,11001-16000kg,Vans,453
2015,11001-16000kg,Goods-cum Passengers,0
2015,11001-16000kg,Articulated Vehicles,0
2015,11001-16000kg,Cement Mixers,0
2015,11001-16000kg,Tankers,154
2015,11001-16000kg,Cranes,3
2015,11001-16000kg,Recovery Vehicles,25
2015,11001-16000kg,Refrigerated Vehicles,250
2015,11001-16000kg,Garbage/ Sanitary Wagon,234
2015,11001-16000kg,Others,15
2015,16001-20000kg,Lorries,107
2015,16001-20000kg,Tippers,2
2015,16001-20000kg,Vans,31
2015,16001-20000kg,Goods-cum Passengers,0
2015,16001-20000kg,Articulated Vehicles,0
2015,16001-20000kg,Cement Mixers,0
2015,16001-20000kg,Tankers,33
2015,16001-20000kg,Cranes,0
2015,16001-20000kg,Recovery Vehicles,1
2015,16001-20000kg,Refrigerated Vehicles,31
2015,16001-20000kg,Garbage/ Sanitary Wagon,85
2015,16001-20000kg,Others,5
2015,20001-26000kg,Lorries,550
2015,20001-26000kg,Tippers,79
2015,20001-26000kg,Vans,1
2015,20001-26000kg,Goods-cum Passengers,0
2015,20001-26000kg,Articulated Vehicles,1
2015,20001-26000kg,Cement Mixers,96
2015,20001-26000kg,Tankers,88
2015,20001-26000kg,Cranes,23
2015,20001-26000kg,Recovery Vehicles,23
2015,20001-26000kg,Refrigerated Vehicles,3
2015,20001-26000kg,Garbage/ Sanitary Wagon,178
2015,20001-26000kg,Others,2
2015,26001-32000kg,Lorries,1697
2015,26001-32000kg,Tippers,4079
2015,26001-32000kg,Vans,7
2015,26001-32000kg,Goods-cum Passengers,0
2015,26001-32000kg,Articulated Vehicles,1
2015,26001-32000kg,Cement Mixers,141
2015,26001-32000kg,Tankers,258
2015,26001-32000kg,Cranes,38
2015,26001-32000kg,Recovery Vehicles,17
2015,26001-32000kg,Refrigerated Vehicles,5
2015,26001-32000kg,Garbage/ Sanitary Wagon,986
2015,26001-32000kg,Others,6
2015,32001-40000kg,Lorries,535
2015,32001-40000kg,Tippers,113
2015,32001-40000kg,Vans,0
2015,32001-40000kg,Goods-cum Passengers,0
2015,32001-40000kg,Articulated Vehicles,0
2015,32001-40000kg,Cement Mixers,1379
2015,32001-40000kg,Tankers,127
2015,32001-40000kg,Cranes,89
2015,32001-40000kg,Recovery Vehicles,0
2015,32001-40000kg,Refrigerated Vehicles,0
2015,32001-40000kg,Garbage/ Sanitary Wagon,148
2015,32001-40000kg,Others,11
2015,40001-55000kg,Lorries,2
2015,40001-55000kg,Tippers,0
2015,40001-55000kg,Vans,0
2015,40001-55000kg,Goods-cum Passengers,0
2015,40001-55000kg,Articulated Vehicles,3826
2015,40001-55000kg,Cement Mixers,0
2015,40001-55000kg,Tankers,0
2015,40001-55000kg,Cranes,113
2015,40001-55000kg,Recovery Vehicles,5
2015,40001-55000kg,Refrigerated Vehicles,0
2015,40001-55000kg,Garbage/ Sanitary Wagon,0
2015,40001-55000kg,Others,0
2015,> 55000kg,Lorries,0
2015,> 55000kg,Tippers,0
2015,> 55000kg,Vans,0
2015,> 55000kg,Goods-cum Passengers,0
2015,> 55000kg,Articulated Vehicles,1642
2015,> 55000kg,Cement Mixers,0
2015,> 55000kg,Tankers,0
2015,> 55000kg,Cranes,239
2015,> 55000kg,Recovery Vehicles,1
2015,> 55000kg,Refrigerated Vehicles,0
2015,> 55000kg,Garbage/ Sanitary Wagon,0
2015,> 55000kg,Others,0
2016,<= 3500 kg,Lorries,34309
2016,<= 3500 kg,Tippers,5
2016,<= 3500 kg,Vans,59213
2016,<= 3500 kg,Goods-cum Passengers,2978
2016,<= 3500 kg,Articulated Vehicles,0
2016,<= 3500 kg,Cement Mixers,0
2016,<= 3500 kg,Tankers,17
2016,<= 3500 kg,Cranes,0
2016,<= 3500 kg,Recovery Vehicles,111
2016,<= 3500 kg,Refrigerated Vehicles,2091
2016,<= 3500 kg,Garbage/ Sanitary Wagon,0
2016,<= 3500 kg,Others,4
2016,3501 - 7000kg,Lorries,12833
2016,3501 - 7000kg,Tippers,229
2016,3501 - 7000kg,Vans,4728
2016,3501 - 7000kg,Goods-cum Passengers,14
2016,3501 - 7000kg,Articulated Vehicles,0
